Identifikace přejezdu,TÚ přejezdu,Evidenční km poloha,Zabezpečení přejezdu,Krajský úřad,Oblastní ředitelství,Třída komunikace,Zeměpisná šířka,Zeměpisná délka
P2113,0691 - Kralupy nad Vltavou (mimo) - Kralupy nad Vltavou předm. (vč,"2,066",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,II. - silnice II.třídy,50° 13' 54.71109'' N,14° 17' 28.47717'' E
P2114,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"0,255",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,II. - silnice II.třídy,50° 13' 55.04042'' N,14° 16' 47.95290'' E
P2115,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"1,185",S - Světelná PZZ bez závor,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 14' 00.24547'' N,14° 16' 02.79931'' E
P2116,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"2,104",S - Světelná PZZ bez závor,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 13' 56.69934'' N,14° 15' 17.05358'' E
P2117,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"3,044",S - Světelná PZZ bez závor,Středočeský kraj,66699 - OŘ Praha,D1 - místní komunikace - pěší a obytné zóny,50° 14' 00.98875'' N,14° 14' 31.63601'' E
P2118,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"3,209",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 14' 05.66409'' N,14° 14' 28.01649'' E
P2119,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"3,223",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,D1 - místní komunikace - pěší a obytné zóny,50° 14' 06.14490'' N,14° 14' 27.91150'' E
P212,0151 - Merklín (včetně) - Dalovice (mimo),"5,048",N - Přejezd zabezpečený pouze výstražným křížem,Karlovarský kraj,67299 - OŘ Ústí nad Labem,D1 - místní komunikace - pěší a obytné zóny,50° 17' 26.46748'' N,12° 52' 27.62796'' E
P2120,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"3,297",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,D2 - místní komunikace – nepřístupné motorovým vozidlům,50° 14' 08.52204'' N,14° 14' 27.08667'' E
P2121,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"3,534",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,50° 14' 15.60204'' N,14° 14' 22.58494'' E
P2122,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"5,090",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,D1 - místní komunikace - pěší a obytné zóny,50° 14' 26.01577'' N,14° 13' 07.94352'' E
P2123,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"6,001",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,50° 14' 21.73423'' N,14° 12' 23.67650'' E
P2124,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"6,057",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 14' 21.42289'' N,14° 12' 20.58499'' E
P2125,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"6,429",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,50° 14' 17.85513'' N,14° 12' 02.76543'' E
P2126,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"7,320",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,50° 14' 03.11333'' N,14° 11' 24.36356'' E
P2127,0692 - Kralupy nad Vltavou předm. (mi - Podlešín (mimo),"7,983",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 13' 48.60755'' N,14° 10' 59.46997'' E
P2128,0693 - Podlešín (včetně) - Obrnice (mimo),"50,918",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 13' 31.25973'' N,14° 07' 04.81418'' E
P2129,0693 - Podlešín (včetně) - Obrnice (mimo),"51,967",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 13' 35.71905'' N,14° 06' 12.86977'' E
P213,0151 - Merklín (včetně) - Dalovice (mimo),"5,445",M - Mechanická PZZ,Karlovarský kraj,67299 - OŘ Ústí nad Labem,4L - účelové komunikace - lesní cesty 4.třídy,50° 17' 14.50987'' N,12° 52' 26.70436'' E
P2130,0693 - Podlešín (včetně) - Obrnice (mimo),"52,526",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 13' 29.96129'' N,14° 05' 46.26932'' E
P2131,0693 - Podlešín (včetně) - Obrnice (mimo),"53,716",S - Světelná PZZ bez závor,Středočeský kraj,66699 - OŘ Praha,C - místní komunikace - obslužná,50° 13' 23.32338'' N,14° 04' 56.78132'' E
P2132,0693 - Podlešín (včetně) - Obrnice (mimo),"54,570",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 13' 32.59420'' N,14° 04' 26.90106'' E
P2133,0693 - Podlešín (včetně) - Obrnice (mimo),"55,219",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,D1 - místní komunikace - pěší a obytné zóny,50° 13' 52.34654'' N,14° 04' 38.41998'' E
P2134,0693 - Podlešín (včetně) - Obrnice (mimo),"55,545",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,I. - silnice I.třídy,50° 14' 02.52151'' N,14° 04' 40.29135'' E
P2135,0693 - Podlešín (včetně) - Obrnice (mimo),"59,750",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 15' 35.09724'' N,14° 04' 20.10108'' E
P2136,0693 - Podlešín (včetně) - Obrnice (mimo),"60,067",N - Přejezd zabezpečený pouze výstražným křížem,Středočeský kraj,66699 - OŘ Praha,V - účelové komunikace - polní cesty vedlejší,50° 15' 35.08816'' N,14° 04' 03.88556'' E
P2137,0693 - Podlešín (včetně) - Obrnice (mimo),"62,353",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 16' 16.33703'' N,14° 04' 28.48827'' E
P2138,0693 - Podlešín (včetně) - Obrnice (mimo),"64,917",S - Světelná PZZ se závorami,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 17' 06.57274'' N,14° 04' 32.27916'' E
P2139,0693 - Podlešín (včetně) - Obrnice (mimo),"66,971",S - Světelná PZZ bez závor,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,50° 17' 18.33565'' N,14° 02' 51.22941'' E
P2140,0693 - Podlešín (včetně) - Obrnice (mimo),"68,846",S - Světelná PZZ bez závor,Středočeský kraj,66699 - OŘ Praha,III. - silnice III.třídy,50° 17' 30.35974'' N,14° 01' 23.26978'' E
P2141,0693 - Podlešín (včetně) - Obrnice (mimo),"69,490",S - Světelná PZZ bez závor,Středočeský kraj,66699 - OŘ Praha,O - účelové komunikace - ostatní,50° 17' 39.93661'' N,14° 00' 57.90807'' E
P2142,0693 - Podlešín (včetně) - Obrnice (mimo),"70,910",S - Světelná PZZ bez závor,Středočeský kraj,66699 - OŘ Praha,V - účelové komunikace - polní cesty vedlejší,50° 17' 44.00275'' N,13° 59' 51.05215'' E
P2143,0693 - Podlešín (včetně) - Obrnice (mimo),"73,082",S - Světelná PZZ bez závor,Středočeský kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 18' 34.69316'' N,14° 00' 07.17220'' E
P2144,0693 - Podlešín (včetně) - Obrnice (mimo),"74,709",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,V - účelové komunikace - polní cesty vedlejší,50° 18' 37.76529'' N,13° 58' 46.72810'' E
P2145,0693 - Podlešín (včetně) - Obrnice (mimo),"75,309",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,II. - silnice II.třídy,50° 18' 42.94092'' N,13° 58' 17.68642'' E
P2146,0693 - Podlešín (včetně) - Obrnice (mimo),"78,159",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,V - účelové komunikace - polní cesty vedlejší,50° 20' 00.03262'' N,13° 57' 39.17257'' E
P2147,0693 - Podlešín (včetně) - Obrnice (mimo),"78,942",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,H - účelové komunikace - polní cesty hlavní,50° 20' 21.61888'' N,13° 57' 17.91799'' E
P2148,0693 - Podlešín (včetně) - Obrnice (mimo),"82,707",S - Světelná PZZ se závorami,Ústecký kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 19' 29.06575'' N,13° 54' 33.24927'' E
P2149,0693 - Podlešín (včetně) - Obrnice (mimo),"87,093",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,H - účelové komunikace - polní cesty hlavní,50° 20' 06.23803'' N,13° 52' 20.83901'' E
P215,0151 - Merklín (včetně) - Dalovice (mimo),"6,301",N - Přejezd zabezpečený pouze výstražným křížem,Karlovarský kraj,67299 - OŘ Ústí nad Labem,2L - účelové komunikace - lesní cesty 2.třídy,50° 16' 50.13872'' N,12° 52' 34.22733'' E
P2150,0693 - Podlešín (včetně) - Obrnice (mimo),"88,319",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,H - účelové komunikace - polní cesty hlavní,50° 19' 55.20664'' N,13° 51' 21.97287'' E
P2151,0693 - Podlešín (včetně) - Obrnice (mimo),"92,234",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,C - místní komunikace - obslužná,50° 20' 19.47295'' N,13° 50' 34.50554'' E
P2152,0693 - Podlešín (včetně) - Obrnice (mimo),"92,383",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 20' 23.01498'' N,13° 50' 39.52642'' E
P2153,0693 - Podlešín (včetně) - Obrnice (mimo),"95,417",S - Světelná PZZ se závorami,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 21' 43.71236'' N,13° 49' 50.44351'' E
P2154,0693 - Podlešín (včetně) - Obrnice (mimo),"99,187",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,C - místní komunikace - obslužná,50° 22' 29.43341'' N,13° 47' 22.85182'' E
P2155,0693 - Podlešín (včetně) - Obrnice (mimo),"100,806",S - Světelná PZZ se závorami,Ústecký kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 22' 42.61988'' N,13° 46' 03.56532'' E
P2156,0693 - Podlešín (včetně) - Obrnice (mimo),"101,296",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 22' 51.42477'' N,13° 45' 43.02833'' E
P2157,0693 - Podlešín (včetně) - Obrnice (mimo),"102,845",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,H - účelové komunikace - polní cesty hlavní,50° 23' 24.45495'' N,13° 44' 44.33560'' E
P2158,0693 - Podlešín (včetně) - Obrnice (mimo),"104,952",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,II. - silnice II.třídy,50° 23' 53.45374'' N,13° 43' 08.05775'' E
P2159,0693 - Podlešín (včetně) - Obrnice (mimo),"105,549",S - Světelná PZZ se závorami,Ústecký kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 24' 10.65347'' N,13° 43' 09.01058'' E
P216,0151 - Merklín (včetně) - Dalovice (mimo),"6,672",M - Mechanická PZZ,Karlovarský kraj,67299 - OŘ Ústí nad Labem,2L - účelové komunikace - lesní cesty 2.třídy,50° 16' 38.95702'' N,12° 52' 39.96386'' E
P2160,0693 - Podlešín (včetně) - Obrnice (mimo),"106,505",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 24' 38.96209'' N,13° 43' 26.85896'' E
P2161,0693 - Podlešín (včetně) - Obrnice (mimo),"107,289",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 25' 03.91551'' N,13° 43' 22.59808'' E
P2163,0693 - Podlešín (včetně) - Obrnice (mimo),"111,517",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 27' 14.61714'' N,13° 42' 36.02791'' E
P2164,0693 - Podlešín (včetně) - Obrnice (mimo),"112,745",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 27' 52.56852'' N,13° 42' 49.61591'' E
P2165,0694 - Obrnice (mimo) - Most (mimo),"119,096",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 30' 22.60576'' N,13° 41' 35.21387'' E
P2166,0702 - Most nové nádraží (včetně) - Louka u Litvínova (mimo),"6,141",S - Světelná PZZ se závorami,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 33' 51.01172'' N,13° 37' 24.39953'' E
P2167,0702 - Most nové nádraží (včetně) - Louka u Litvínova (mimo),"10,705",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,D2 - místní komunikace – nepřístupné motorovým vozidlům,50° 35' 31.37128'' N,13° 36' 56.10432'' E
P2168,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"132,069",S - Světelná PZZ se závorami,Ústecký kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 35' 35.66304'' N,13° 37' 41.15932'' E
P2169,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"133,825",S - Světelná PZZ se závorami,Ústecký kraj,67299 - OŘ Ústí nad Labem,I. - silnice I.třídy,50° 35' 53.60253'' N,13° 39' 05.85630'' E
P217,0151 - Merklín (včetně) - Dalovice (mimo),"7,030",N - Přejezd zabezpečený pouze výstražným křížem,Karlovarský kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 16' 31.00636'' N,12° 52' 52.97907'' E
P2170,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"135,668",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,2L - účelové komunikace - lesní cesty 2.třídy,50° 36' 27.89814'' N,13° 40' 18.90152'' E
P2171,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"136,080",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,2L - účelové komunikace - lesní cesty 2.třídy,50° 36' 34.72762'' N,13° 40' 36.90361'' E
P2172,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"136,490",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,2L - účelové komunikace - lesní cesty 2.třídy,50° 36' 45.63934'' N,13° 40' 48.92053'' E
P2173,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"137,683",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 37' 23.31918'' N,13° 40' 59.97056'' E
P2174,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"138,404",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,4L - účelové komunikace - lesní cesty 4.třídy,50° 37' 42.02023'' N,13° 41' 19.69933'' E
P2175,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"139,680",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,2L - účelové komunikace - lesní cesty 2.třídy,50° 38' 12.51084'' N,13° 42' 00.15430'' E
P2176,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"139,997",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,D2 - místní komunikace – nepřístupné motorovým vozidlům,50° 38' 20.92088'' N,13° 42' 08.90452'' E
P2177,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"140,120",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 38' 25.00115'' N,13° 42' 16.13833'' E
P2179,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"141,130",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 38' 53.49424'' N,13° 42' 32.89326'' E
P218,0151 - Merklín (včetně) - Dalovice (mimo),"8,218",N - Přejezd zabezpečený pouze výstražným křížem,Karlovarský kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 16' 01.13689'' N,12° 53' 29.26183'' E
P2180,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"141,787",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,2L - účelové komunikace - lesní cesty 2.třídy,50° 39' 12.03283'' N,13° 42' 46.76208'' E
P2181,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"144,783",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,1L - účelové komunikace - lesní cesty 1.třídy,50° 40' 16.86882'' N,13° 44' 32.80885'' E
P2182,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"145,329",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,1L - účelové komunikace - lesní cesty 1.třídy,50° 40' 31.33315'' N,13° 44' 46.19644'' E
P2183,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"147,255",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,1L - účelové komunikace - lesní cesty 1.třídy,50° 41' 11.83203'' N,13° 45' 44.49500'' E
P2184,0703 - Louka u Litvínova (včetně) - Dubí (včetně),"148,387",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 41' 43.41171'' N,13° 45' 49.92715'' E
P2186,0704 - Dubí (mimo) - Moldava v Krušných horách (vče,"154,415",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,D2 - místní komunikace – nepřístupné motorovým vozidlům,50° 41' 47.55544'' N,13° 42' 33.88153'' E
P2187,0704 - Dubí (mimo) - Moldava v Krušných horách (vče,"155,338",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 42' 07.96380'' N,13° 42' 07.61597'' E
P2188,0704 - Dubí (mimo) - Moldava v Krušných horách (vče,"157,100",N - Přejezd zabezpečený pouze výstražným křížem,Ústecký kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 42' 47.99724'' N,13° 41' 47.96522'' E
P2189,0711 - Praha-Smíchov(spol.n.) (mimo) - Hostivice (mimo)(přes Prahu-Zl,"1,467",S - Světelná PZZ se závorami,Hlavní město Praha,66699 - OŘ Praha,O - účelové komunikace - ostatní,50° 03' 18.77160'' N,14° 24' 27.36697'' E
P219,0151 - Merklín (včetně) - Dalovice (mimo),"10,079",N - Přejezd zabezpečený pouze výstražným křížem,Karlovarský kraj,67299 - OŘ Ústí nad Labem,O - účelové komunikace - ostatní,50° 15' 35.78778'' N,12° 53' 07.82461'' E
P2190,0711 - Praha-Smíchov(spol.n.) (mimo) - Hostivice (mimo)(přes Prahu-Zl,"4,085",S - Světelná PZZ se závorami,Hlavní město Praha,66699 - OŘ Praha,III. - silnice III.třídy,50° 02' 21.33320'' N,14° 23' 29.64421'' E
P2191,0711 - Praha-Smíchov(spol.n.) (mimo) - Hostivice (mimo)(přes Prahu-Zl,"6,546",S - Světelná PZZ se závorami,Hlavní město Praha,66699 - OŘ Praha,D2 - místní komunikace – nepřístupné motorovým vozidlům,50° 03' 16.93637'' N,14° 24' 04.11056'' E
P2192,0711 - Praha-Smíchov(spol.n.) (mimo) - Hostivice (mimo)(přes Prahu-Zl,"7,139",S - Světelná PZZ se závorami,Hlavní město Praha,66699 - OŘ Praha,III. - silnice III.třídy,50° 03' 21.85212'' N,14° 23' 36.31175'' E
P2193,0711 - Praha-Smíchov(spol.n.) (mimo) - Hostivice (mimo)(přes Prahu-Zl,"8,748",S - Světelná PZZ se závorami,Hlavní město Praha,66699 - OŘ Praha,D2 - místní komunikace – nepřístupné motorovým vozidlům,50° 03' 21.00796'' N,14° 22' 17.01413'' E
